f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,-0.0,-0.015562,-0.145886,-0.043746,0.030601,-0.302512,-0.066933,0.060474,-0.42206,-0.089558,0.054385,-0.511946,-0.112664,0.182704,-0.301209,-0.031698,0.294612,-0.347424,-0.058843,0.36153,-0.363419,-0.074171,0.418169,-0.382022,-0.087176,0.204054,-0.222483,-0.031127,0.260738,-0.229236,-0.083255,0.171038,-0.179729,-0.089297,0.112451,-0.157626,-0.077258,0.213156,-0.133382,-0.036012,0.250928,-0.134931,-0.090998,0.158718,-0.104105,-0.0773,0.103581,-0.097141,-0.051476,0.210333,-0.043023,-0.044497,0.242994,-0.05346,-0.084903,0.171566,-0.045632,-0.073223,0.125145,-0.044797,-0.053489,G
0.0,0.0,-0.0,-0.014491,-0.147395,-0.041598,0.031814,-0.302806,-0.063804,0.060752,-0.423134,-0.086026,0.055227,-0.515546,-0.108894,0.183991,-0.304477,-0.02953,0.296513,-0.351213,-0.05576,0.36092,-0.369771,-0.069559,0.417121,-0.390029,-0.081411,0.205353,-0.226099,-0.029582,0.26337,-0.233893,-0.080477,0.172825,-0.183397,-0.085218,0.113237,-0.159258,-0.072361,0.2139,-0.137036,-0.035109,0.252455,-0.139867,-0.089474,0.159677,-0.108265,-0.075822,0.103621,-0.099318,-0.050022,0.211207,-0.047039,-0.044044,0.245768,-0.058453,-0.083942,0.174099,-0.050444,-0.072765,0.126066,-0.048541,-0.053609,G
0.0,0.0,-0.0,-0.014234,-0.147547,-0.041554,0.031101,-0.302441,-0.064155,0.059588,-0.42349,-0.087108,0.052633,-0.515573,-0.110646,0.185693,-0.306712,-0.026819,0.299079,-0.349678,-0.052228,0.365223,-0.365118,-0.065398,0.421897,-0.382491,-0.076807,0.207029,-0.2297,-0.026851,0.265601,-0.234702,-0.076096,0.173475,-0.185092,-0.07888,0.11406,-0.163301,-0.064597,0.215495,-0.140776,-0.03269,0.253462,-0.141939,-0.085668,0.160049,-0.110687,-0.070769,0.105004,-0.103062,-0.044263,0.212238,-0.050477,-0.04209,0.244644,-0.060547,-0.080813,0.17297,-0.052899,-0.069107,0.126656,-0.051638,-0.049718,G
0.0,0.0,-0.0,-0.012084,-0.146361,-0.039386,0.032249,-0.302181,-0.06145,0.059552,-0.422669,-0.083997,0.047875,-0.51305,-0.107247,0.183897,-0.305232,-0.029167,0.297834,-0.351378,-0.053789,0.36262,-0.367587,-0.066661,0.419125,-0.385677,-0.078546,0.206446,-0.227529,-0.030646,0.261013,-0.235649,-0.078184,0.168297,-0.184232,-0.079682,0.108589,-0.161095,-0.066014,0.215397,-0.138016,-0.037525,0.253221,-0.142385,-0.089046,0.15936,-0.10962,-0.072633,0.102803,-0.10147,-0.046566,0.211794,-0.047959,-0.04788,0.243029,-0.060871,-0.086669,0.17137,-0.053034,-0.07447,0.124042,-0.051531,-0.055473,G
0.0,0.0,-0.0,-0.013195,-0.142635,-0.042132,0.03131,-0.298173,-0.065457,0.058964,-0.419805,-0.088423,0.05135,-0.511685,-0.111653,0.182531,-0.303579,-0.033106,0.296296,-0.348645,-0.060023,0.362263,-0.364918,-0.074354,0.419072,-0.38307,-0.086823,0.204157,-0.22652,-0.032907,0.258917,-0.234056,-0.082591,0.168057,-0.182959,-0.084788,0.109335,-0.159764,-0.071164,0.213171,-0.137602,-0.038292,0.249736,-0.141135,-0.091501,0.157804,-0.108938,-0.075594,0.102797,-0.100994,-0.04938,0.210407,-0.048147,-0.047289,0.240628,-0.059902,-0.087363,0.169038,-0.052375,-0.075844,0.121997,-0.051472,-0.056934,G
0.0,0.0,-0.0,-0.013424,-0.143268,-0.041619,0.031181,-0.298505,-0.064275,0.058813,-0.418879,-0.086727,0.050672,-0.510127,-0.109605,0.181344,-0.302469,-0.031376,0.294074,-0.346701,-0.057092,0.358354,-0.363043,-0.070738,0.414722,-0.381116,-0.082937,0.202854,-0.225364,-0.03144,0.257376,-0.23337,-0.080792,0.16683,-0.183107,-0.083874,0.107999,-0.159226,-0.070886,0.21162,-0.136915,-0.036975,0.247631,-0.141711,-0.089828,0.155722,-0.109466,-0.074727,0.100624,-0.100404,-0.049059,0.208689,-0.047507,-0.046078,0.238817,-0.060692,-0.085663,0.167497,-0.05254,-0.074357,0.120565,-0.050441,-0.055665,G
0.0,0.0,-0.0,-0.014131,-0.142832,-0.041048,0.030899,-0.298445,-0.063125,0.058677,-0.418025,-0.084935,0.050609,-0.508015,-0.107257,0.180448,-0.300205,-0.031789,0.292195,-0.344893,-0.05789,0.356615,-0.361333,-0.071813,0.412329,-0.379779,-0.08419,0.201867,-0.222618,-0.032017,0.255221,-0.231288,-0.081379,0.164309,-0.18133,-0.084038,0.106186,-0.157984,-0.070848,0.21035,-0.134016,-0.037685,0.246067,-0.138809,-0.09084,0.154238,-0.107135,-0.075422,0.099678,-0.098978,-0.049626,0.206954,-0.044803,-0.046827,0.23664,-0.057905,-0.087123,0.16486,-0.05047,-0.075779,0.117966,-0.049425,-0.057026,G
0.0,0.0,-0.0,0.025853,-0.166263,-0.023225,-0.032715,-0.306881,-0.032866,-0.094787,-0.381419,-0.045446,-0.149573,-0.389616,-0.058364,-0.182218,-0.34356,-0.026168,-0.296882,-0.384095,-0.064569,-0.362271,-0.391492,-0.095502,-0.433887,-0.398923,-0.118442,-0.208894,-0.262882,-0.042891,-0.335084,-0.296707,-0.096789,-0.423277,-0.321429,-0.132932,-0.511045,-0.341829,-0.154985,-0.20946,-0.168237,-0.063412,-0.235539,-0.224936,-0.140085,-0.13664,-0.221197,-0.163319,-0.067215,-0.219187,-0.163513,-0.195613,-0.079415,-0.084188,-0.195647,-0.137086,-0.151204,-0.123561,-0.159345,-0.168288,-0.061018,-0.185902,-0.170759,H
0.0,0.0,-0.0,0.022793,-0.162569,-0.021947,-0.035252,-0.302215,-0.029425,-0.095732,-0.375153,-0.039377,-0.149765,-0.390143,-0.049513,-0.185657,-0.334049,-0.026122,-0.300518,-0.376383,-0.062013,-0.367181,-0.384485,-0.090294,-0.437835,-0.391736,-0.111206,-0.210884,-0.25686,-0.042127,-0.338024,-0.294703,-0.092929,-0.426575,-0.318689,-0.125986,-0.51271,-0.336044,-0.145747,-0.21109,-0.164568,-0.061863,-0.234631,-0.225444,-0.137189,-0.138331,-0.222372,-0.160543,-0.071676,-0.220663,-0.160569,-0.1971,-0.077363,-0.081561,-0.193909,-0.140042,-0.150103,-0.121019,-0.165191,-0.169035,-0.058556,-0.191957,-0.172222,H
0.0,0.0,-0.0,0.025766,-0.148416,-0.029045,-0.029838,-0.295759,-0.043275,-0.08904,-0.373478,-0.059974,-0.150144,-0.391911,-0.076227,-0.180515,-0.32723,-0.035638,-0.29399,-0.374121,-0.079869,-0.364161,-0.380533,-0.113462,-0.43557,-0.384091,-0.136925,-0.209282,-0.243091,-0.051659,-0.33137,-0.284334,-0.112085,-0.418002,-0.31544,-0.151356,-0.503283,-0.334286,-0.174095,-0.210807,-0.147432,-0.071385,-0.228952,-0.206752,-0.151462,-0.130397,-0.204128,-0.172133,-0.064085,-0.197458,-0.16935,-0.198447,-0.058343,-0.091948,-0.183695,-0.119371,-0.159154,-0.108871,-0.132064,-0.171558,-0.053329,-0.149221,-0.169748,H
0.0,0.0,0.0,0.029454,-0.15899,-0.038324,-0.024689,-0.303518,-0.062977,-0.083374,-0.375425,-0.08862,-0.149707,-0.388812,-0.113049,-0.173024,-0.329529,-0.057096,-0.289716,-0.371001,-0.109549,-0.362621,-0.37772,-0.146141,-0.4348,-0.380284,-0.170758,-0.200814,-0.238228,-0.071924,-0.325454,-0.278785,-0.144689,-0.412003,-0.31251,-0.187356,-0.494341,-0.331868,-0.210958,-0.202673,-0.137398,-0.090292,-0.214801,-0.197284,-0.177185,-0.117178,-0.195496,-0.192339,-0.054054,-0.192233,-0.184634,-0.192545,-0.051294,-0.110378,-0.173454,-0.111049,-0.179419,-0.096935,-0.118578,-0.186873,-0.045182,-0.134,-0.180976,H
0.0,0.0,0.0,0.027836,-0.158089,-0.035238,-0.028154,-0.304709,-0.056746,-0.086734,-0.377323,-0.079928,-0.147946,-0.391205,-0.101841,-0.176105,-0.327796,-0.050871,-0.293787,-0.371645,-0.100991,-0.365222,-0.377423,-0.136315,-0.436357,-0.37933,-0.160159,-0.205291,-0.238385,-0.066527,-0.327128,-0.278408,-0.137842,-0.414681,-0.312343,-0.180799,-0.498213,-0.331193,-0.204504,-0.207547,-0.13953,-0.085622,-0.218944,-0.198374,-0.171345,-0.121458,-0.197284,-0.187989,-0.057502,-0.193928,-0.181362,-0.196235,-0.054041,-0.106262,-0.175858,-0.112458,-0.174515,-0.100208,-0.121657,-0.183273,-0.048469,-0.138009,-0.178418,H
0.0,0.0,0.0,0.026388,-0.158708,-0.03207,-0.029381,-0.304983,-0.050179,-0.088368,-0.37921,-0.070293,-0.152702,-0.392891,-0.089615,-0.176291,-0.328642,-0.043773,-0.291923,-0.374042,-0.090312,-0.362882,-0.380541,-0.124291,-0.433602,-0.38504,-0.147677,-0.204802,-0.241069,-0.059719,-0.329169,-0.281741,-0.12683,-0.417024,-0.315915,-0.168803,-0.50034,-0.336319,-0.192667,-0.206661,-0.142459,-0.079023,-0.220472,-0.200142,-0.162421,-0.12416,-0.198353,-0.180753,-0.060182,-0.194725,-0.175742,-0.195439,-0.056109,-0.099424,-0.18106,-0.11541,-0.166043,-0.107908,-0.126308,-0.175515,-0.056056,-0.143704,-0.171769,H
0.0,0.0,-0.0,0.025495,-0.163812,-0.029723,-0.029643,-0.309471,-0.04659,-0.088823,-0.385224,-0.065856,-0.153718,-0.403437,-0.084219,-0.17808,-0.337132,-0.04079,-0.296716,-0.383084,-0.087148,-0.367866,-0.38982,-0.121363,-0.439383,-0.394358,-0.144698,-0.207536,-0.249841,-0.057367,-0.333648,-0.290301,-0.120636,-0.423481,-0.324133,-0.160443,-0.509297,-0.346954,-0.183474,-0.209518,-0.1519,-0.07756,-0.223759,-0.212108,-0.158507,-0.125917,-0.208808,-0.177025,-0.059884,-0.205638,-0.172891,-0.197528,-0.064393,-0.098767,-0.182255,-0.123618,-0.165086,-0.10869,-0.135879,-0.175695,-0.054011,-0.155214,-0.172826,H
0.0,0.0,0.0,0.026258,-0.153385,-0.033021,-0.029397,-0.299462,-0.049604,-0.088875,-0.375226,-0.067762,-0.152367,-0.392663,-0.084794,-0.179649,-0.32636,-0.040486,-0.294984,-0.372438,-0.085426,-0.365815,-0.379776,-0.118679,-0.435564,-0.383947,-0.141507,-0.20887,-0.2402,-0.054752,-0.33096,-0.280768,-0.117383,-0.418868,-0.315637,-0.157839,-0.503417,-0.336153,-0.18117,-0.210867,-0.143119,-0.072698,-0.225197,-0.201811,-0.153235,-0.12774,-0.199819,-0.172378,-0.062793,-0.194489,-0.16835,-0.199209,-0.055646,-0.091931,-0.183138,-0.114629,-0.157886,-0.10931,-0.127294,-0.168791,-0.056226,-0.144051,-0.165947,H
0.0,0.0,0.0,0.026619,-0.155614,-0.031589,-0.029007,-0.301114,-0.048326,-0.08758,-0.374967,-0.067177,-0.150306,-0.391388,-0.085284,-0.17621,-0.326884,-0.04086,-0.291788,-0.372336,-0.086296,-0.362946,-0.380192,-0.119745,-0.432415,-0.385589,-0.142761,-0.205398,-0.239748,-0.056719,-0.329075,-0.282545,-0.121022,-0.415896,-0.318277,-0.161696,-0.498318,-0.339978,-0.184764,-0.208,-0.141814,-0.076191,-0.223553,-0.201001,-0.157866,-0.126651,-0.198926,-0.176376,-0.062474,-0.194521,-0.171699,-0.197244,-0.054174,-0.096843,-0.182457,-0.114739,-0.163426,-0.108447,-0.126056,-0.173502,-0.055771,-0.142219,-0.170051,H
0.0,0.0,0.0,0.026156,-0.163793,-0.029443,-0.029387,-0.307351,-0.045155,-0.087737,-0.381396,-0.063385,-0.15107,-0.398957,-0.08083,-0.178241,-0.33333,-0.037283,-0.292746,-0.380243,-0.082131,-0.362271,-0.388985,-0.115547,-0.432015,-0.39505,-0.138655,-0.205883,-0.244953,-0.054548,-0.329355,-0.289157,-0.117508,-0.416692,-0.323753,-0.157743,-0.499848,-0.346183,-0.181061,-0.207234,-0.14694,-0.075797,-0.223082,-0.207062,-0.157484,-0.126933,-0.204575,-0.177351,-0.061759,-0.203071,-0.17398,-0.195458,-0.060384,-0.09801,-0.184304,-0.12068,-0.1654,-0.111183,-0.132721,-0.177187,-0.05656,-0.152155,-0.175301,H
0.0,0.0,-0.0,0.02413,-0.160879,-0.030266,-0.031103,-0.306096,-0.047317,-0.090581,-0.380958,-0.06682,-0.152078,-0.39584,-0.085522,-0.180513,-0.333813,-0.04017,-0.299096,-0.380121,-0.085226,-0.369909,-0.387192,-0.118556,-0.440881,-0.392562,-0.141516,-0.211079,-0.248224,-0.056099,-0.337417,-0.288057,-0.118851,-0.427199,-0.321724,-0.158605,-0.513103,-0.343607,-0.181388,-0.212599,-0.150657,-0.07543,-0.226083,-0.207873,-0.155145,-0.129019,-0.206173,-0.174165,-0.063559,-0.202678,-0.170315,-0.199291,-0.062587,-0.09587,-0.185176,-0.119811,-0.159407,-0.113892,-0.133738,-0.169266,-0.060372,-0.152414,-0.166267,H
0.0,0.0,-0.0,0.025898,-0.163578,-0.027765,-0.029256,-0.310359,-0.045048,-0.089649,-0.38537,-0.065475,-0.151973,-0.400221,-0.085626,-0.178059,-0.339359,-0.040931,-0.297442,-0.386509,-0.086049,-0.367246,-0.394519,-0.119059,-0.43817,-0.400839,-0.142095,-0.208087,-0.252988,-0.059437,-0.335184,-0.293851,-0.122665,-0.42389,-0.326216,-0.161694,-0.509709,-0.349405,-0.184066,-0.209472,-0.154002,-0.081088,-0.225204,-0.211608,-0.161263,-0.127455,-0.211197,-0.179128,-0.061517,-0.209677,-0.174955,-0.19547,-0.064012,-0.103629,-0.183471,-0.124247,-0.168178,-0.111023,-0.139316,-0.177326,-0.056664,-0.159546,-0.173996,H
0.0,0.0,-0.0,0.024063,-0.155294,-0.030126,-0.030902,-0.299627,-0.046232,-0.090313,-0.376239,-0.064547,-0.152318,-0.394235,-0.082345,-0.180558,-0.328503,-0.037459,-0.294578,-0.376181,-0.081426,-0.363402,-0.384503,-0.114739,-0.432644,-0.390483,-0.138074,-0.209362,-0.245262,-0.052671,-0.331829,-0.286664,-0.114965,-0.419537,-0.319266,-0.156158,-0.504952,-0.341001,-0.180285,-0.209852,-0.14887,-0.071057,-0.226729,-0.205893,-0.15152,-0.13078,-0.206917,-0.172845,-0.064577,-0.205011,-0.170613,-0.195753,-0.060537,-0.090126,-0.187942,-0.120069,-0.155221,-0.116507,-0.135015,-0.166371,-0.061041,-0.154459,-0.164198,H
0.0,0.0,0.0,0.02981,-0.160335,-0.025937,-0.020508,-0.298266,-0.044072,-0.074789,-0.370197,-0.065849,-0.136665,-0.384416,-0.087571,-0.161336,-0.330272,-0.038889,-0.271852,-0.375269,-0.084623,-0.338903,-0.385597,-0.118128,-0.40732,-0.392851,-0.141243,-0.189339,-0.245824,-0.057998,-0.309904,-0.290006,-0.123669,-0.394403,-0.324558,-0.164126,-0.474458,-0.348055,-0.187184,-0.193456,-0.149788,-0.080147,-0.209165,-0.210421,-0.162446,-0.115326,-0.201698,-0.179062,-0.05186,-0.195646,-0.173451,-0.185188,-0.064832,-0.102863,-0.171778,-0.12648,-0.170748,-0.097675,-0.133325,-0.180102,-0.04341,-0.14895,-0.176073,H
0.0,0.0,0.0,0.028138,-0.147894,-0.026941,-0.024059,-0.291207,-0.040805,-0.080814,-0.367623,-0.057487,-0.13947,-0.38205,-0.073757,-0.16512,-0.324927,-0.032395,-0.277325,-0.37097,-0.072288,-0.344181,-0.381792,-0.102209,-0.41031,-0.390827,-0.123277,-0.194603,-0.246222,-0.04783,-0.314218,-0.288484,-0.104709,-0.397452,-0.324449,-0.141677,-0.478356,-0.350676,-0.163061,-0.199157,-0.153323,-0.066424,-0.213649,-0.210754,-0.141864,-0.118647,-0.20091,-0.159357,-0.05605,-0.1915,-0.155165,-0.190114,-0.067213,-0.085762,-0.174495,-0.127975,-0.148441,-0.102159,-0.136283,-0.157999,-0.049711,-0.149242,-0.15468,H
0.0,0.0,-0.0,0.022766,-0.140104,-0.026541,-0.027076,-0.285112,-0.039077,-0.081411,-0.362948,-0.05419,-0.138422,-0.382158,-0.068565,-0.167453,-0.320377,-0.030469,-0.273474,-0.373811,-0.071163,-0.339495,-0.385673,-0.102188,-0.406496,-0.394086,-0.123763,-0.198803,-0.24282,-0.045308,-0.31571,-0.290083,-0.102071,-0.397735,-0.325332,-0.139857,-0.4786,-0.348263,-0.161294,-0.203023,-0.151216,-0.063218,-0.218252,-0.210274,-0.138311,-0.124014,-0.202829,-0.157351,-0.061147,-0.192694,-0.153755,-0.192554,-0.064209,-0.081778,-0.177706,-0.12331,-0.142376,-0.107725,-0.131162,-0.151738,-0.056365,-0.143217,-0.148271,H
0.0,0.0,-0.0,0.025582,-0.144984,-0.026507,-0.024282,-0.289862,-0.039647,-0.079088,-0.367864,-0.055258,-0.13761,-0.386457,-0.07025,-0.165871,-0.327853,-0.032168,-0.274051,-0.380171,-0.072674,-0.34039,-0.392228,-0.103932,-0.407535,-0.401778,-0.125991,-0.196959,-0.25091,-0.047201,-0.314683,-0.297577,-0.103774,-0.397959,-0.335074,-0.141959,-0.479382,-0.360028,-0.164464,-0.201414,-0.159395,-0.065184,-0.21678,-0.220094,-0.140228,-0.121127,-0.210229,-0.159692,-0.057249,-0.198577,-0.157052,-0.190838,-0.072671,-0.083759,-0.17657,-0.133532,-0.14547,-0.105813,-0.140134,-0.155641,-0.053181,-0.151344,-0.153025,H
0.0,0.0,-0.0,0.023978,-0.138588,-0.028345,-0.027491,-0.282903,-0.039859,-0.083125,-0.360545,-0.053429,-0.13819,-0.379245,-0.066756,-0.166567,-0.318074,-0.030362,-0.270642,-0.372323,-0.069789,-0.336607,-0.385083,-0.100233,-0.404298,-0.395144,-0.121958,-0.197294,-0.241443,-0.044051,-0.312645,-0.29252,-0.100611,-0.395411,-0.327817,-0.138849,-0.477507,-0.350459,-0.160738,-0.202008,-0.150797,-0.061118,-0.221587,-0.213058,-0.139467,-0.126592,-0.204424,-0.161646,-0.061376,-0.193655,-0.159293,-0.192457,-0.065148,-0.07865,-0.178244,-0.127456,-0.145077,-0.105882,-0.13631,-0.158781,-0.051426,-0.149635,-0.15766,H
0.0,0.0,-0.0,0.026895,-0.149558,-0.023998,-0.024147,-0.290179,-0.035026,-0.080465,-0.364705,-0.048847,-0.137175,-0.380649,-0.063019,-0.161859,-0.327033,-0.029603,-0.266149,-0.380414,-0.069129,-0.332454,-0.395342,-0.100024,-0.400779,-0.407078,-0.122177,-0.191839,-0.252701,-0.045316,-0.309976,-0.305072,-0.101916,-0.392916,-0.339606,-0.139259,-0.475525,-0.361566,-0.160864,-0.195981,-0.161638,-0.063944,-0.2181,-0.223181,-0.141788,-0.124458,-0.214112,-0.163489,-0.060961,-0.20318,-0.161371,-0.184985,-0.074239,-0.082553,-0.178861,-0.138122,-0.147989,-0.108283,-0.1506,-0.1614,-0.052351,-0.16645,-0.160753,H
0.0,0.0,-0.0,0.026529,-0.15326,-0.021754,-0.022967,-0.294341,-0.029988,-0.078943,-0.367945,-0.041642,-0.136744,-0.38219,-0.053696,-0.16178,-0.327856,-0.021777,-0.262585,-0.382992,-0.057489,-0.327268,-0.397168,-0.086134,-0.394368,-0.409312,-0.107011,-0.191031,-0.254131,-0.038379,-0.307809,-0.307548,-0.091076,-0.389164,-0.341974,-0.126409,-0.468835,-0.364376,-0.146651,-0.195259,-0.163292,-0.05841,-0.214429,-0.22754,-0.134537,-0.1232,-0.217976,-0.156709,-0.062536,-0.207039,-0.154871,-0.184381,-0.077188,-0.078375,-0.176356,-0.144174,-0.144155,-0.105247,-0.156898,-0.158834,-0.048894,-0.171261,-0.158888,H
0.0,0.0,-0.0,0.025923,-0.14911,-0.023287,-0.025209,-0.292363,-0.030317,-0.081699,-0.366379,-0.039813,-0.138582,-0.377696,-0.049699,-0.164219,-0.325708,-0.02335,-0.266571,-0.37886,-0.058243,-0.331075,-0.393165,-0.086444,-0.397765,-0.404755,-0.107062,-0.192483,-0.252414,-0.038037,-0.307512,-0.303751,-0.089182,-0.388953,-0.337635,-0.124269,-0.469589,-0.359715,-0.144571,-0.196313,-0.16226,-0.05611,-0.217765,-0.222773,-0.130214,-0.127319,-0.214092,-0.153263,-0.066404,-0.203884,-0.152475,-0.18505,-0.076008,-0.074283,-0.178999,-0.139193,-0.138817,-0.108822,-0.153819,-0.154566,-0.051974,-0.169527,-0.155646,H
0.0,0.0,-0.0,0.027232,-0.149619,-0.023362,-0.02433,-0.293645,-0.029597,-0.082402,-0.370364,-0.037813,-0.139243,-0.38644,-0.046026,-0.163998,-0.331815,-0.022385,-0.269805,-0.385848,-0.056399,-0.335445,-0.399704,-0.084246,-0.403266,-0.411379,-0.104508,-0.193369,-0.258276,-0.035288,-0.311156,-0.306972,-0.082995,-0.393455,-0.341309,-0.116434,-0.474644,-0.365591,-0.136413,-0.197726,-0.168967,-0.05158,-0.220324,-0.228667,-0.12204,-0.128847,-0.218438,-0.144865,-0.066181,-0.206907,-0.144945,-0.187035,-0.083576,-0.068069,-0.179035,-0.144091,-0.130254,-0.109116,-0.156642,-0.146086,-0.05196,-0.170654,-0.147595,H
0.0,0.0,-0.0,0.029932,-0.160779,-0.018218,-0.019658,-0.301583,-0.027904,-0.076689,-0.376501,-0.04164,-0.134809,-0.39563,-0.055879,-0.160947,-0.34895,-0.022397,-0.270099,-0.393045,-0.057265,-0.334712,-0.405657,-0.086108,-0.401464,-0.419803,-0.108216,-0.188904,-0.272341,-0.040582,-0.309811,-0.315849,-0.091519,-0.391795,-0.351018,-0.127101,-0.472551,-0.37848,-0.149821,-0.192136,-0.17934,-0.06128,-0.218451,-0.237934,-0.13238,-0.125512,-0.230699,-0.153154,-0.061144,-0.220155,-0.153785,-0.181247,-0.089806,-0.08171,-0.177116,-0.150864,-0.143898,-0.107309,-0.159033,-0.156904,-0.050179,-0.171495,-0.157384,H
0.0,0.0,-0.0,0.028885,-0.155584,-0.022717,-0.020298,-0.297696,-0.033665,-0.075862,-0.372181,-0.047542,-0.136302,-0.389294,-0.061352,-0.162877,-0.335236,-0.028639,-0.269485,-0.386607,-0.065699,-0.335763,-0.399673,-0.094869,-0.403559,-0.410902,-0.116202,-0.191794,-0.260199,-0.044906,-0.309719,-0.307361,-0.099504,-0.392222,-0.342961,-0.135984,-0.472552,-0.366025,-0.157877,-0.195988,-0.168914,-0.063945,-0.21287,-0.230972,-0.137924,-0.120548,-0.221639,-0.157551,-0.060269,-0.210892,-0.155783,-0.184821,-0.083322,-0.083169,-0.173934,-0.1487,-0.146874,-0.102243,-0.15567,-0.159113,-0.047464,-0.165314,-0.158069,H
0.0,0.0,-0.0,0.028039,-0.153061,-0.022789,-0.021906,-0.296001,-0.032453,-0.078147,-0.372689,-0.044986,-0.138213,-0.388962,-0.057884,-0.164563,-0.338446,-0.025164,-0.272459,-0.386675,-0.060659,-0.338754,-0.399386,-0.08974,-0.405773,-0.411472,-0.11142,-0.192928,-0.262644,-0.040148,-0.312806,-0.306826,-0.090597,-0.395143,-0.341864,-0.125821,-0.475549,-0.36817,-0.147725,-0.196405,-0.170593,-0.058149,-0.219276,-0.229183,-0.129736,-0.126193,-0.22172,-0.151251,-0.062776,-0.211021,-0.151455,-0.186013,-0.08254,-0.076284,-0.177541,-0.143449,-0.139414,-0.106927,-0.152916,-0.153615,-0.050467,-0.165483,-0.154324,H
0.0,0.0,1e-06,-0.025267,-0.130069,-0.048906,0.03027,-0.272097,-0.070999,0.090486,-0.372356,-0.0921,0.10061,-0.466472,-0.110581,0.157088,-0.293507,-0.045404,0.256717,-0.341498,-0.090144,0.323831,-0.365506,-0.120235,0.386632,-0.385098,-0.140906,0.193214,-0.221944,-0.052316,0.30788,-0.279195,-0.110919,0.392385,-0.314514,-0.149907,0.468823,-0.342134,-0.170457,0.20295,-0.13746,-0.063192,0.247744,-0.147159,-0.136803,0.160378,-0.124823,-0.139019,0.094282,-0.113867,-0.120091,0.197271,-0.048269,-0.078019,0.209292,-0.056486,-0.138495,0.139023,-0.049985,-0.135875,0.083371,-0.053484,-0.119456,H
0.0,0.0,1e-06,-0.024816,-0.131517,-0.050887,0.030131,-0.272848,-0.07456,0.089134,-0.373576,-0.096938,0.102595,-0.468098,-0.116356,0.15595,-0.292981,-0.047552,0.257841,-0.339407,-0.094178,0.326147,-0.362539,-0.124804,0.389391,-0.381054,-0.145305,0.192791,-0.221326,-0.053537,0.308107,-0.277854,-0.113639,0.392713,-0.311473,-0.152854,0.469171,-0.337696,-0.1731,0.203587,-0.137111,-0.063787,0.244913,-0.144319,-0.137999,0.158645,-0.123303,-0.140501,0.09322,-0.114436,-0.121567,0.199079,-0.048405,-0.078308,0.206571,-0.052996,-0.139045,0.13685,-0.04757,-0.137403,0.081955,-0.053264,-0.121507,H
0.0,0.0,1e-06,-0.0226,-0.133167,-0.04832,0.034361,-0.273465,-0.068926,0.0939,-0.375643,-0.088927,0.10533,-0.468735,-0.105874,0.161696,-0.294357,-0.037163,0.2626,-0.340076,-0.07967,0.330867,-0.361342,-0.108311,0.393829,-0.377268,-0.127957,0.197902,-0.223463,-0.043501,0.309331,-0.28018,-0.098952,0.392704,-0.312462,-0.136726,0.468465,-0.335381,-0.156603,0.207905,-0.140081,-0.054537,0.249486,-0.145219,-0.126383,0.16277,-0.12451,-0.130106,0.096318,-0.113071,-0.112237,0.201961,-0.052434,-0.069718,0.206824,-0.057251,-0.130043,0.136778,-0.050646,-0.130066,0.082147,-0.051167,-0.115356,H
0.0,0.0,1e-06,-0.023431,-0.130691,-0.049174,0.033081,-0.271336,-0.0705,0.093126,-0.372567,-0.090791,0.10359,-0.46536,-0.108207,0.160427,-0.2914,-0.041826,0.261474,-0.336448,-0.085585,0.329841,-0.35806,-0.114925,0.392199,-0.374381,-0.135196,0.195741,-0.220224,-0.047931,0.308257,-0.275539,-0.105821,0.39095,-0.308083,-0.145064,0.465585,-0.330949,-0.165849,0.20504,-0.137154,-0.058276,0.248961,-0.144053,-0.131759,0.162821,-0.123148,-0.135621,0.09687,-0.11069,-0.117942,0.19908,-0.050269,-0.072665,0.204675,-0.055808,-0.134324,0.134733,-0.047485,-0.134387,0.080714,-0.045175,-0.119636,H
0.0,0.0,1e-06,-0.021894,-0.132167,-0.047627,0.035794,-0.273539,-0.067685,0.095417,-0.375826,-0.08701,0.105488,-0.467831,-0.103318,0.162548,-0.293473,-0.038014,0.263531,-0.338618,-0.080561,0.331666,-0.360343,-0.109595,0.394132,-0.376914,-0.129949,0.19796,-0.222824,-0.044676,0.308829,-0.277367,-0.10175,0.391818,-0.309883,-0.141449,0.467269,-0.332583,-0.162789,0.207558,-0.139836,-0.055547,0.25055,-0.144963,-0.127642,0.164063,-0.124783,-0.131212,0.098247,-0.113098,-0.113684,0.201903,-0.052334,-0.070492,0.206665,-0.057001,-0.131234,0.136521,-0.049212,-0.131047,0.082673,-0.047641,-0.116268,H
